nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
806,"Жилищна сграда, б. на Смедовски","ул.""Шипка"" №44",Средец,п.№1787 от 21.05.1976г. №325,ДВ бр.40 от 1978г. №325,,архитектурно-строителен      художествен,местно,,0,,23.34296133782005,42.69282925132749,-159.72232231054136,27.20037119103943,1.0,23.342898185486312,42.69267988090683,Ж-1,"Жилищна Зона ""Докторски Паметник"""
807,"Жилищна сграда, б. на Ив.Спасов /на Чекаларов/","ул.""Шипка"" №50",Средец,п.№1787 от 21.05.1976г. №327,ДВ бр.40 от 1978г. №327,,архитектурно-строителен ,местно,,0,,23.343432469150912,42.69273550488833,169.4208042486269,20.060624737972038,1.33,23.343434287261783,42.69257309286512,Ж-1,"Жилищна Зона ""Докторски Паметник"""
808,"Жилищна сграда, б. на Д.Илков","ул.""Васил Априлов"" №17/бул.""Климент Готвалд""",Средец,п.№1787 от 21.05.1976г. №335,ДВ бр.40 от 1978г. №334,,архитектурно-строителен ,местно,,0,,23.341639081266408,42.692083605220844,100.29547997563353,14.225639438663055,1.66,23.341872272456392,42.69205761532338,Ж-1,"Жилищна Зона ""Докторски Паметник"""
809,"Жилищна сграда, б. на Ал.Чапрашиков","бул.""Клемент Готвалд"" №48 бул.”Евлоги и Христо Георгиеви” № 125",Средец,п.№1787 от 21.05.1976г. №333,ДВ бр.40 от 1978г. №333,,архитектурно-строителен      художествен,местно,,0,,23.34249491315381,42.69202615240714,-2.830470295397346,11.098407538223674,1.99,23.34242124669913,42.69230356242604,Ж-1,"Жилищна Зона ""Докторски Паметник"""
810,"Жилищна сграда, б. на Д.Карадимов","бул.""Климент Готвалд"" № 46 / ул.""Евлоги Георгиев""      № 127 ",Средец,п.№1787 от 21.05.1976г. №332,ДВ бр.40 от 1978г. №332,,архитектурно-строителен ,местно,,0,,23.342837918523852,42.69211347006848,-25.398862744903933,12.794551959897497,2.3200000000000003,23.34272739231167,42.69230686779878,Ж-1,"Жилищна Зона ""Докторски Паметник"""
811,"Жилищна сграда, б. на П.Карадимов","бул.""Клемент Готвалд"" №44 /сега ""Евлоги Георгиев"" № 129/ ",Средец,п.№1787 от 21.05.1976г. №331,ДВ бр.40 от 1978г. №331,,архитектурно-строителен ,местно,,0,,23.34307422283814,42.69217362448204,-33.6952270711912,8.519675392110473,2.3200000000000003,23.34285492417599,42.69235136761409,Ж-1,"Жилищна Зона ""Докторски Паметник"""
812,"Жилищна сграда, б. на Влахов","бул.""Клемент Готвалд"" №42  /сега ""Евлоги Георгиев"" № 131/ ",Средец,п.№1787 от 21.05.1976г. №330,ДВ бр.40 от 1978г. №330,,архитектурно-строителен ,местно,,0,,23.34307422283814,42.69217362448204,0.8686708677530972,5.438679267856664,1.99,23.343037240627087,42.69239942736876,Ж-1,"Жилищна Зона ""Докторски Паметник"""
813,"Жилищна сграда, б. на арх.Алекси Ничев","бул.""Клемент Готвалд"" №40, 40а /сега ""Евлоги Георгиев"" № 133/",Средец,п.№1787 от 21.05.1976г. №329,ДВ бр.40 от 1978г. №329,,архитектурно-строителен ,местно,,0,,23.34331599693814,42.69223517067919,-5.915971873454802,21.91191019862672,1.33,23.34324086821593,42.69236475766239,Ж-1,"Жилищна Зона ""Докторски Паметник"""
814,Жилищна сграда свалена,"бул.""Клемент Готвалд"" №38  /сега ""Евлоги Георгиев"" № 135/",Средец,п.№1787 от 21.05.1976г. №328,ДВ бр.40 от 1978г. №328,,архитектурно-строителен ,местно,протокол от 25.07.2006г.          п.№3601 от 04.12.2006г.,1,,23.343437454652985,42.692266088808715,4.751727010503568,10.817090261906532,1.99,23.34342103952373,42.692396900155934,Ж-1,"Жилищна Зона ""Докторски Паметник"""
815,"Посолство на Швейцария, б. жилищна сграда","ул.""Шипка"" №33",Оборище,п.№1787 от 21.05.1976г. №298,ДВ бр.40 от 1978г. №319,,архитектурно-строителен      художествен,местно,,0,,23.342843645034012,42.692852669674075,-5.765934130850795,9.522716677340231,1.99,23.342828581351988,42.69298427581311,Ж-1,"Жилищна Зона ""Докторски Паметник"""
816,"Посолство на Швейцария, б. жилищна сграда","ул.""Шипка"" №31",Оборище,п.№1787 от 21.05.1976г. №297,ДВ бр.40 от 1978г. №318,,архитектурно-строителен      художествен,местно,,0,,23.342607471108977,42.69289966281588,17.151022426120946,8.150882109943545,1.99,23.342723783965837,42.69317306748817,Ж-1,"Жилищна Зона ""Докторски Паметник"""
817,"Жилищна сграда, б. на Русчев","ул.""Шипка"" №29",Оборище,п.№1787 от 21.05.1976г. №296,ДВ бр.40 от 1978г. №317,,архитектурно-строителен ,местно,,0,,23.342491164208013,42.692922798629816,4.439376913436915,16.681856372128177,1.0,23.342531858375164,42.693068117459184,Ж-1,"Жилищна Зона ""Докторски Паметник"""
818,"Жилищна сграда, б. на Ник.Манолов","ул.""Шипка"" №27",Оборище,п.№1787 от 21.05.1976г. №295,ДВ бр.40 от 1978г. №316,,архитектурно-строителен ,местно,,0,,23.342247513855,42.69297128490347,28.46380918413189,9.44038193585199,2.3200000000000003,23.342384096645553,42.69316833871348,Ж-1,"Жилищна Зона ""Докторски Паметник"""
819,"Жилищна сграда, б. на Кирил Ботев","ул.""Шипка"" №23/ул.""Васил Априлов""",Оборище,п.№1787 от 21.05.1976г. №294,ДВ бр.40 от 1978г. №323 ДВ бр.86 от 1979г. №50,,архитектурно-строителен       исторически,местно,,0,,23.341534510539077,42.69311314998329,54.9770044600157,18.81510544592144,1.33,23.34170919368879,42.69323218637999,Ж-1,"Жилищна Зона ""Докторски Паметник"""
820,"Жилищна сграда, резиденция на посланика на САЩ","ул.""Г.Георгиу Деж"" ""Велико Търново"" №18/ул.""Васил Априлов""",Оборище,п.№1787 от 21.05.1976г. №301,ДВ бр.40 от 1978г. №322,,архитектурно-строителен ,местно,,0,,23.34230351244844,42.69377150205383,-88.64115794176375,6.809250574302375,2.6500000000000004,23.341880990689766,42.693709337728954,Ж-1,"Жилищна Зона ""Докторски Паметник"""
821,"Жилищно-търговска сграда, б. на Калъчеви","ул.""Оборище"" №16/ул.""Васил Априлов""",Оборище,п.№1787 от 21.05.1976г. №282,ДВ бр.40 от 1978г. №315,,архитектурно-строителен ,местно,,0,,23.341963614041557,42.69469726317903,149.87178195692502,19.661932940708667,1.33,23.34206696451,42.69453258756661,Ж-1,"Жилищна Зона ""Докторски Паметник"""
821а,Жилищна Сграда на инж. Г. Иванов,"ул.""Велико Търново"" №33",Оборище,п.№3937 от 26.11.1990г.,,,архитектурно-строителен ,,,0,,23.343446516738826,42.693572487889526,0.1980674918049985,13.005187635258697,1.33,23.343431629481316,42.69374192329736,Ж-1,"Жилищна Зона ""Докторски Паметник"""
822,"Жилищна сграда, б. на ген.Неделчев","ул.""Герлово"" №13",Оборище,п.№1787 от 21.05.1976г. №322,ДВ бр.40 от 1978г. №335,,архитектурно-строителен       исторически,местно,,0,,23.34543450641263,42.69361282648683,7.807931443859181,12.787108759504717,1.33,23.345450912406402,42.693806114241085,Ж-1,"Жилищна Зона ""Докторски Паметник"""
823,"Жилищна сграда, б. на Хр.Бояджиев","бул.""Клемент Готвалд"" №16",Оборище,п.№1787 от 21.05.1976г. №321,ДВ бр.40 от 1978г. №336,,архитектурно-строителен ,местно,,0,,23.346126907601608,42.69383133946491,-72.10447494895266,8.567477016454177,1.66,23.345893360299772,42.69388130240833,Ж-1,"Жилищна Зона ""Докторски Паметник"""
824,"Жилищна сграда, б. на Ив.Парушев","бул.""Клемент Готвалд"" №14 /4Евлоги Георгиев"" № 159/ул.""Оборище""",Оборище,п.№1787 от 21.05.1976г. №320,ДВ бр.40 от 1978г. №337,,архитектурно-строителен ,местно,,0,,23.346246448164486,42.69419312857379,-125.39309688316538,16.86695298689426,1.66,23.345999285411807,42.69404059517082,Ж-1,"Жилищна Зона ""Докторски Паметник"""
825,"Жилищна сграда, б. на Г.Ганчев свалена","ул.""Оборище"" №38",Оборище,п.№1787 от 21.05.1976г. №319,,,архитектурно-строителен ,местно /предв.кат./,писмо № 765 от 07.05.1991 г.,1,,23.345746224469853,42.69422760368791,-171.78162501407158,22.442095313931436,1.0,23.34567777332378,42.69408288132751,Ж-1,"Жилищна Зона ""Докторски Паметник"""
